,price,rooms,area,floor,floors_total,adress,subway_station,distance to subway
417,1150000,2,42.0,3,4,"Арбатская улица, 3",,
418,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
419,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
420,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
421,2750000,2,47.0,6,9,"проспект Кирова, 98",,
422,1550000,2,42.0,1,3,"Центральная улица, 2",,
423,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
424,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
425,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
426,1050000,1,25.0,1,2,"улица Земеца, 9",,
427,1150000,2,42.0,3,4,"Арбатская улица, 3",,
428,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
429,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
430,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
431,790000,2,42.0,2,2,"улица Силаева, 11",,
432,1400000,1,30.0,3,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
433,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
434,2220000,1,44.0,3,24,"м. Безымянка, Московское шоссе",Безымянка,25000
435,2750000,2,47.0,6,9,"проспект Кирова, 98",,
436,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
437,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
438,3500000,2,50.0,9,9,"улица Максима Горького, 35",,
439,3560000,2,65.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
440,2750000,2,47.0,6,9,"проспект Кирова, 98",,
441,1550000,2,42.0,1,3,"Центральная улица, 2",,
442,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
443,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
444,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
445,1050000,1,25.0,1,2,"улица Земеца, 9",,
446,1150000,2,42.0,3,4,"Арбатская улица, 3",,
447,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
448,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
449,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
450,2220000,1,44.0,3,24,"м. Безымянка, Московское шоссе",Безымянка,25000
451,1550000,2,42.0,1,3,"Центральная улица, 2",,
452,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
453,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
454,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
455,1050000,1,25.0,1,2,"улица Земеца, 9",,
456,1150000,2,42.0,3,4,"Арбатская улица, 3",,
457,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
458,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
459,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
460,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
461,1550000,2,42.0,1,3,"Центральная улица, 2",,
462,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
463,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
464,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
465,1050000,1,25.0,1,2,"улица Земеца, 9",,
466,1150000,2,42.0,3,4,"Арбатская улица, 3",,
467,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
468,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
469,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
470,1550000,2,42.0,1,3,"Центральная улица, 2",,
471,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
472,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
473,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
474,1050000,1,25.0,1,2,"улица Земеца, 9",,
475,1150000,2,42.0,3,4,"Арбатская улица, 3",,
476,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
477,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
478,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
479,14500000,1,130.0,9,9,"улица Алексея Толстого, 92",,
480,1550000,2,42.0,1,3,"Центральная улица, 2",,
481,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
482,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
483,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
484,1050000,1,25.0,1,2,"улица Земеца, 9",,
485,1150000,2,42.0,3,4,"Арбатская улица, 3",,
486,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
487,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
488,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
489,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
490,1550000,2,42.0,1,3,"Центральная улица, 2",,
491,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
492,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
493,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
494,1050000,1,25.0,1,2,"улица Земеца, 9",,
495,1150000,2,42.0,3,4,"Арбатская улица, 3",,
496,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
497,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
498,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
499,10200000,3,113.0,5,5,"Некрасовская улица, 94",,
500,1550000,2,42.0,1,3,"Центральная улица, 2",,
501,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
502,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
503,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
504,1050000,1,25.0,1,2,"улица Земеца, 9",,
505,1150000,2,42.0,3,4,"Арбатская улица, 3",,
506,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
507,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
508,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
509,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
510,1550000,2,42.0,1,3,"Центральная улица, 2",,
511,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
512,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
513,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
514,1050000,1,25.0,1,2,"улица Земеца, 9",,
515,1150000,2,42.0,3,4,"Арбатская улица, 3",,
516,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
517,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
518,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
519,1550000,2,42.0,1,3,"Центральная улица, 2",,
520,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
521,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
522,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
523,1050000,1,25.0,1,2,"улица Земеца, 9",,
524,1150000,2,42.0,3,4,"Арбатская улица, 3",,
525,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
526,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
527,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
528,1550000,2,42.0,1,3,"Центральная улица, 2",,
529,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
530,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
531,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
532,1050000,1,25.0,1,2,"улица Земеца, 9",,
533,1150000,2,42.0,3,4,"Арбатская улица, 3",,
534,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
535,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
536,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
537,1550000,2,42.0,1,3,"Центральная улица, 2",,
538,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
539,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
540,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
541,1050000,1,25.0,1,2,"улица Земеца, 9",,
542,1150000,2,42.0,3,4,"Арбатская улица, 3",,
543,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
544,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
545,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
546,1550000,2,42.0,1,3,"Центральная улица, 2",,
547,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
548,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
549,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
550,1050000,1,25.0,1,2,"улица Земеца, 9",,
551,1150000,2,42.0,3,4,"Арбатская улица, 3",,
552,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
553,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
554,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
555,1550000,2,42.0,1,3,"Центральная улица, 2",,
556,2600000,2,44.0,5,5,"улица Гагарина, 135",Советская,500
557,3500000,1,50.0,14,16,"улица Тухачевского, 80",Московская,1600
558,7430400,2,103.0,3,11,"Самарская улица, 267",Алабинская,5000
559,1050000,1,25.0,1,2,"улица Земеца, 9",,
560,1150000,2,42.0,3,4,"Арбатская улица, 3",,
561,1200000,1,39.0,2,2,"Ленинградская улица, 5",,
562,2200000,3,55.0,2,5,"пос. Соцгород, переулок Ново-Молодежный",,
563,3400000,3,73.0,1,9,"Ново-Садовая улица, 206",,
564,34000000,4,350.0,5,6,"Ленинградская улица, 8",,
565,23000000,4,210.0,6,18,"Лесная улица, 31",Алабинская,1000
566,28000000,4,200.0,4,9,"Садовая улица, 210",Алабинская,2700
567,18000000,4,150.0,18,21,"Ново-Садовая улица, 106М",Российская,1600
568,12750000,3,120.0,2,7,"Садовая улица, 263",Алабинская,2200
569,12100000,4,178.0,3,6,"улица Степана Разина, 101",,
570,10500000,5,150.0,11,17,"улица Шверника, 19а",,
571,8200000,3,111.0,6,6,"Чапаевская улица, 144А",,
572,8200000,3,111.0,6,6,"Чапаевская улица, 144А",,
573,7860000,3,105.0,7,9,"улица Пушкина, 268",Алабинская,1500
574,7300000,4,128.0,5,6,"улица Победы, 92б",Безымянка,300
575,7200000,3,70.0,2,3,"улица 9-я Просека 2-я Линия, 28",,
576,7150000,2,75.0,6,14,"улица Степана Разина, 174",,
577,7100000,3,111.0,8,19,"улица Клары Цеткин, 23",Российская,2600
578,1880000,2,56.0,2,4,"проспект Кирова, 61",,
579,1850000,1,32.0,3,5,"улица Победы, 129",,
580,1850000,3,62.0,5,5,"улица Фестивальная, 3",,
581,1850000,2,46.0,1,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
582,1850000,3,64.0,1,3,"пос. Кирзавод-6, переулок Сиреневый",,
583,1890000,1,30.0,5,5,"Черемшанская улица, 238",,
584,1850000,1,31.0,3,5,"проспект Карла Маркса, 322",,
585,1890000,1,33.0,1,5,"улица Елизарова, 36",,
586,1869000,2,48.0,3,5,"улица Батайская, 12",,
587,1853000,1,38.0,8,16,"улица Строителей, 33",,
588,1879250,1,44.0,13,24,"проспект Кирова, 399Б",,
589,1850000,1,33.0,9,9,"улица Стара Загора, 209",,
590,1870000,1,31.0,3,9,"Воронежская улица, 139",,
591,1850000,1,32.0,5,5,"проспект Кирова, 222",,
592,790000,2,42.0,2,2,"улица Силаева, 11",,
593,1400000,1,30.0,3,3,"Крутые Ключи мкр, улица Евгения Золотухина",,
594,1960000,1,35.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
595,2220000,1,44.0,3,24,"м. Безымянка, Московское шоссе",Безымянка,25000
596,2750000,2,47.0,6,9,"проспект Кирова, 98",,
597,3200000,2,45.0,5,5,"м. Кировская, улица Свободы",Кировская,2400
598,3360000,1,40.0,11,16,"улица Братьев Коростелевых, 66",,
599,3500000,2,50.0,9,9,"улица Максима Горького, 35",,
600,3560000,2,65.0,2,24,"м. Безымянка, Московское шоссе",Безымянка,25000
